Booking_ID,Customer_Email,Customer_Postcode,Customer_Name,Performance,Performance_Date,Venue,Tickets,Seat_Category,Booking_Channel,Membership_Status,Attendance
TH-Theatre-288074,ella.singh83@yahoo.co.uk,PL9 9 GO,Ella Singh,Annual Celebration,2026-02-20,Ocean Cultural Theatre,2,Standard,Website,Non-member,2
TH-Theatre-208582,alice.wilson15@icloud.com,PL6 7 MW,Alice Wilson,Annual Celebration,2026-02-20,Ocean Cultural Theatre,1,Standard,Walk-up,Non-member,1
TH-Theatre-126907,lily.hall31@gmail.com,PL1 8 TE,Lily Hall,Annual Celebration,2026-02-20,Ocean Cultural Theatre,2,Standard,Phone,Non-member,2
TH-Theatre-614602,oliver.evans37@outlook.com,TA6 8 DE,Oliver Evans,Annual Celebration,2026-02-20,Ocean Cultural Theatre,1,Standard,Walk-up,Non-member,1
TH-Theatre-537576,ruby.clarke85@icloud.com,PL4 7 HM,Ruby Clarke,Annual Celebration,2026-02-20,Ocean Cultural Theatre,5,Standard,Website,Non-member,3
TH-Theatre-518997,oliver.hill55@hotmail.co.uk,PL1 5 AC,Oliver Hill,Annual Celebration,2026-02-20,Ocean Cultural Theatre,4,Standard,Website,Member,4
TH-Theatre-970636,max.allen53@outlook.com,TQ12 6 IZ,Max Allen,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Premium,Phone,Non-member,
TH-Theatre-366212,phoebe.hill55@hotmail.co.uk,PL5 2 JL,Phoebe Hill,Theatre Night,2026-03-03,Ocean Cultural Theatre,20,Premium,Website,Member,
TH-Theatre-618483,ella.davies91@yahoo.co.uk,PL3 6 EC,Ella Davies,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Standard,Website,Non-member,
TH-Theatre-797727,henry.allen72@icloud.com,TA1 4 IF,Henry Allen,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Restricted,Phone,Member,
TH-Theatre-207243,ethan.king91@gmail.com,EX2 9 GF,Ethan King,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Premium,Walk-up,Non-member,
TH-Theatre-489323,emma.roberts59@hotmail.co.uk,PL14 8 AW,Emma Roberts,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-910734,alice.allen88@hotmail.co.uk,TA6 3 ZR,Alice Allen,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-774762,oliver.patel97@gmail.com,PL14 9 JU,Oliver Patel,Theatre Night,2026-03-03,Ocean Cultural Theatre,4,Restricted,Phone,Non-member,
TH-Theatre-799060,max.hill35@yahoo.co.uk,PL1 1 TF,Max Hill,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Restricted,Website,Non-member,
TH-Theatre-795333,leo.wilson30@yahoo.co.uk,PL12 7 WO,Leo Wilson,Theatre Night,2026-03-03,Ocean Cultural Theatre,3,Restricted,Website,Non-member,
TH-Theatre-927283,jessica.taylor81@gmail.com,PL7 6 ZD,Jessica Taylor,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Premium,Website,Member,
TH-Theatre-680202,lucas.turner41@outlook.com,PL7 3 FX,Lucas Turner,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Standard,Phone,Non-member,
TH-Theatre-274604,thomas.bell25@hotmail.co.uk,PL1 3 XK,Thomas Bell,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Standard,Phone,Non-member,
TH-Theatre-599703,ethan.scott79@hotmail.co.uk,PL7 1 BV,Ethan Scott,Theatre Night,2026-03-03,Ocean Cultural Theatre,4,Premium,Website,Non-member,
TH-Theatre-124293,megan.hall87@icloud.com,PL7 6 AU,Megan Hall,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Standard,Walk-up,Non-member,
TH-Theatre-805796,samuel.hall42@icloud.com,PL2 7 AY,Samuel Hall,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-981249,leo.williams80@yahoo.co.uk,PL2 3 EC,Leo Williams,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Restricted,Phone,Non-member,
TH-Theatre-297370,charlotte.white8@yahoo.co.uk,PL6 9 FO,Charlotte White,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Standard,Walk-up,Member,
TH-Theatre-210552,george.hill41@hotmail.co.uk,PL5 5 EU,George Hill,Theatre Night,2026-03-03,Ocean Cultural Theatre,3,Premium,Phone,Non-member,
TH-Theatre-354815,olivia.clarke94@gmail.com,PL9 7 JC,Olivia Clarke,Theatre Night,2026-03-03,Ocean Cultural Theatre,10,Premium,Walk-up,Non-member,
TH-Theatre-480026,ruby.wood29@outlook.com,TA1 9 AJ,Ruby Wood,Theatre Night,2026-03-03,Ocean Cultural Theatre,4,Restricted,Website,Non-member,
TH-Theatre-439824,jacob.hill72@icloud.com,TQ12 7 HP,Jacob Hill,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Restricted,Website,Non-member,
TH-Theatre-800140,jacob.collins12@gmail.com,PL7 8 AI,Jacob Collins,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-443389,chloe.hall80@icloud.com,PL2 3 TF,Chloe Hall,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Restricted,Website,Member,
TH-Theatre-728577,charlotte.allen79@outlook.com,EX1 6 TQ,Charlotte Allen,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Premium,Website,Non-member,
TH-Theatre-582867,oscar.brown63@hotmail.co.uk,TR7 1 IK,Oscar Brown,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Premium,Phone,Non-member,
TH-Theatre-486691,thomas.clarke47@icloud.com,PL2 8 EB,Thomas Clarke,Theatre Night,2026-03-03,Ocean Cultural Theatre,5,Premium,Website,Non-member,
TH-Theatre-224548,mia.patel53@yahoo.co.uk,TQ4 2 SL,Mia Patel,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Restricted,Website,Non-member,
TH-Theatre-726335,megan.green75@outlook.com,TQ2 2 PO,Megan Green,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Premium,Website,Non-member,
TH-Theatre-934870,daniel.johnson24@hotmail.co.uk,PL5 8 YW,Daniel Johnson,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-776475,emma.clarke30@gmail.com,PL3 1 NR,Emma Clarke,Theatre Night,2026-03-03,Ocean Cultural Theatre,3,Standard,Website,Non-member,
TH-Theatre-334697,mia.young58@gmail.com,TQ3 6 ZM,Mia Young,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Standard,Website,Non-member,
TH-Theatre-699049,phoebe.johnson96@yahoo.co.uk,PL19 5 RP,Phoebe Johnson,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Restricted,Walk-up,Non-member,
TH-Theatre-122648,charlotte.walker81@outlook.com,TR1 5 UC,Charlotte Walker,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-681486,daniel.turner67@gmail.com,TR7 1 RW,Daniel Turner,Theatre Night,2026-03-03,Ocean Cultural Theatre,1,Restricted,Website,Member,
TH-Theatre-566906,thomas.walker84@hotmail.co.uk,PL9 3 SG,Thomas Walker,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-816554,george.walker63@yahoo.co.uk,PL2 3 YH,George Walker,Theatre Night,2026-03-03,Ocean Cultural Theatre,3,Restricted,Website,Member,
TH-Theatre-498791,sophie.harris61@gmail.com,PL9 5 RN,Sophie Harris,Theatre Night,2026-03-03,Ocean Cultural Theatre,2,Premium,Phone,Non-member,
TH-Theatre-858130,amelia.scott65@yahoo.co.uk,PL9 2 RR,Amelia Scott,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Premium,Walk-up,Non-member,1
TH-Theatre-854809,ruby.hill51@hotmail.co.uk,PL1 2 DK,Ruby Hill,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
TH-Theatre-177432,chloe.hall80@icloud.com,PL2 3 TF,Chloe Hall,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Restricted,Website,Member,2
TH-Theatre-237682,sophie.white30@gmail.com,TA1 8 ZO,Sophie White,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Restricted,Website,Non-member,0
TH-Theatre-362764,joshua.perry43@outlook.com,EX4 1 GQ,Joshua Perry,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Standard,Walk-up,Member,1
TH-Theatre-231650,freya.evans89@yahoo.co.uk,PL4 7 GV,Freya Evans,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Premium,Website,Non-member,2
TH-Theatre-806157,leo.bennett20@yahoo.co.uk,PL2 6 SR,Leo Bennett,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Standard,Phone,Non-member,1
TH-Theatre-502942,chloe.davies23@hotmail.co.uk,PL5 6 FD,Chloe Davies,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-416150,oliver.green1@hotmail.co.uk,PL7 3 YP,Oliver Green,Music Showcase,2026-05-24,Ocean Cultural Theatre,3,Premium,Website,Non-member,2
TH-Theatre-578111,william.ahmed43@yahoo.co.uk,TA1 1 SG,William Ahmed,Music Showcase,2026-05-24,Ocean Cultural Theatre,4,Restricted,Website,Non-member,1
TH-Theatre-171858,alfie.cooper65@icloud.com,PL21 8 KN,Alfie Cooper,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Premium,Phone,Non-member,1
TH-Theatre-311762,mia.turner29@icloud.com,TQ4 9 IU,Mia Turner,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-764936,oscar.morgan15@icloud.com,PL5 8 VP,Oscar Morgan,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Premium,Website,Non-member,2
TH-Theatre-178149,harry.cooper85@yahoo.co.uk,PL3 9 TK,Harry Cooper,Music Showcase,2026-05-24,Ocean Cultural Theatre,4,Restricted,Website,Non-member,3
TH-Theatre-116915,grace.green57@gmail.com,PL7 5 LD,Grace Green,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-556349,lucy.bennett73@yahoo.co.uk,PL4 6 NU,Lucy Bennett,Music Showcase,2026-05-24,Ocean Cultural Theatre,1,Restricted,Website,Member,1
TH-Theatre-683522,samuel.jackson39@gmail.com,PL9 1 PL,Samuel Jackson,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Standard,Website,Member,2
TH-Theatre-562129,charlotte.wood32@gmail.com,EX1 3 KG,Charlotte Wood,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Restricted,Website,Member,2
TH-Theatre-459508,phoebe.hill55@hotmail.co.uk,PL5 2 JL,Phoebe Hill,Music Showcase,2026-05-24,Ocean Cultural Theatre,2,Restricted,Website,Non-member,2
TH-Theatre-929247,ella.perry57@hotmail.co.uk,PL6 4 RI,Ella Perry,Guest Speaker,2026-05-26,Ocean Cultural Theatre,2,Premium,Phone,Non-member,2
TH-Theatre-896747,thomas.smith67@outlook.com,PL9 1 XX,Thomas Smith,Guest Speaker,2026-05-26,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
TH-Theatre-355470,joshua.morgan27@yahoo.co.uk,TQ12 6 GG,Joshua Morgan,Guest Speaker,2026-05-26,Ocean Cultural Theatre,2,Restricted,Walk-up,Member,2
TH-Theatre-225513,lily.martin59@outlook.com,TQ3 3 RL,Lily Martin,Guest Speaker,2026-05-26,Ocean Cultural Theatre,1,Premium,Website,Member,1
TH-Theatre-352304,henry.white85@icloud.com,TQ1 8 SS,Henry White,Guest Speaker,2026-05-26,Ocean Cultural Theatre,1,Restricted,Website,Non-member,0
TH-Theatre-691965,megan.green75@outlook.com,TQ2 2 PO,Megan Green,Guest Speaker,2026-05-26,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
TH-Theatre-683537,mia.cook76@yahoo.co.uk,TQ12 2 QM,Mia Cook,Guest Speaker,2026-05-26,Ocean Cultural Theatre,1,Premium,Walk-up,Non-member,1
TH-Theatre-271728,grace.hill96@gmail.com,TA1 6 WU,Grace Hill,Cultural Evening,2026-05-27,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-637367,ruby.bell77@hotmail.co.uk,PL5 7 IQ,Ruby Bell,Cultural Evening,2026-05-27,Ocean Cultural Theatre,2,Premium,Website,Non-member,
TH-Theatre-898776,lucas.ahmed94@gmail.com,TA1 3 UZ,Lucas Ahmed,Cultural Evening,2026-05-27,Ocean Cultural Theatre,3,Premium,Website,Member,
TH-Theatre-482602,jack.bennett55@icloud.com,PL4 3 HY,Jack Bennett,Cultural Evening,2026-05-27,Ocean Cultural Theatre,1,Restricted,Website,Non-member,
TH-Theatre-164411,emily.smith97@outlook.com,PL1 8 EQ,Emily Smith,Cultural Evening,2026-05-27,Ocean Cultural Theatre,1,Premium,Website,Non-member,
TH-Theatre-603593,alfie.perry93@yahoo.co.uk,PL7 9 UG,Alfie Perry,Cultural Evening,2026-05-27,Ocean Cultural Theatre,3,Standard,Website,Non-member,
TH-Theatre-885050,joshua.clarke41@yahoo.co.uk,PL3 9 RU,Joshua Clarke,Cultural Evening,2026-05-27,Ocean Cultural Theatre,1,Standard,Website,Member,
TH-Theatre-733488,oscar.baker49@icloud.com,PL2 8 ZV,Oscar Baker,Cultural Evening,2026-05-27,Ocean Cultural Theatre,4,Premium,Phone,Non-member,
TH-Theatre-120955,lily.walker80@outlook.com,TR1 6 FE,Lily Walker,Cultural Evening,2026-05-27,Ocean Cultural Theatre,1,Restricted,Website,Non-member,
TH-Theatre-810203,ethan.taylor79@outlook.com,PL1 4 VO,Ethan Taylor,Cultural Evening,2026-05-27,Ocean Cultural Theatre,1,Restricted,Walk-up,Non-member,
TH-Theatre-402941,evie.patel25@icloud.com,TQ1 5 UK,Evie Patel,Cultural Evening,2026-05-27,Ocean Cultural Theatre,5,Restricted,Website,Member,
TH-Theatre-654913,ella.perry57@hotmail.co.uk,PL6 4 RI,Ella Perry,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Restricted,Website,Member,1
TH-Theatre-415241,noah.clarke21@gmail.com,PL9 2 FB,Noah Clarke,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,3,Standard,Website,Non-member,3
TH-Theatre-851858,harry.green35@gmail.com,PL2 2 IU,Harry Green,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Premium,Phone,Non-member,1
TH-Theatre-358009,phoebe.cook46@gmail.com,PL3 9 XN,Phoebe Cook,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,3,Standard,Website,Non-member,2
TH-Theatre-519495,charlotte.collins58@gmail.com,TA6 6 GJ,Charlotte Collins,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Standard,Website,Non-member,1
TH-Theatre-421829,sophie.murphy8@icloud.com,PL3 9 CM,Sophie Murphy,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
TH-Theatre-307548,emily.clarke29@outlook.com,PL3 9 DQ,Emily Clarke,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-381667,lucas.turner41@outlook.com,PL7 3 FX,Lucas Turner,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Premium,Website,Member,1
TH-Theatre-993273,jacob.cooper56@icloud.com,PL4 6 UP,Jacob Cooper,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Premium,Website,Non-member,2
TH-Theatre-807155,grace.turner60@hotmail.co.uk,PL2 4 SN,Grace Turner,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Restricted,Walk-up,Non-member,1
TH-Theatre-296865,joshua.wilson78@icloud.com,TR1 5 OM,Joshua Wilson,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Standard,Website,Non-member,2
TH-Theatre-402233,grace.jones45@gmail.com,PL9 6 NF,Grace Jones,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Standard,Website,Non-member,1
TH-Theatre-977717,alice.hall94@hotmail.co.uk,PL7 5 UC,Alice Hall,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
TH-Theatre-398944,max.hill24@yahoo.co.uk,PL4 6 AV,Max Hill,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Premium,Website,Non-member,2
TH-Theatre-675917,olivia.moore9@yahoo.co.uk,TR1 9 NT,Olivia Moore,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,5,Premium,Website,Non-member,5
TH-Theatre-893528,leo.cook40@gmail.com,PL4 2 MU,Leo Cook,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,4,Standard,Walk-up,Non-member,4
TH-Theatre-204752,jack.bennett55@icloud.com,PL4 3 HY,Jack Bennett,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,3,Restricted,Website,Member,3
TH-Theatre-159021,emma.cook51@gmail.com,PL5 6 HD,Emma Cook,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Standard,Phone,Non-member,1
TH-Theatre-902755,jacob.turner45@icloud.com,PL9 7 AA,Jacob Turner,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,1,Premium,Walk-up,Non-member,1
TH-Theatre-203103,emily.taylor37@icloud.com,PL2 5 JS,Emily Taylor,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,4,Restricted,Website,Non-member,4
TH-Theatre-831581,emily.smith42@icloud.com,PL5 5 XI,Emily Smith,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,5,Standard,Website,Non-member,5
TH-Theatre-958208,oliver.green1@hotmail.co.uk,PL7 3 YP,Oliver Green,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Premium,Website,Non-member,1
TH-Theatre-287730,alice.ahmed89@gmail.com,EX4 2 GV,Alice Ahmed,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Premium,Website,Non-member,2
TH-Theatre-444556,grace.baker98@gmail.com,PL7 9 YH,Grace Baker,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,2,Restricted,Website,Non-member,2
TH-Theatre-190439,samuel.williams15@yahoo.co.uk,PL6 8 IP,Samuel Williams,Artist Residency Event,2026-06-12,Ocean Cultural Theatre,4,Premium,Website,Member,4
TH-Theatre-368632,sophie.hill41@yahoo.co.uk,PL9 1 YY,Sophie Hill,Community Performance,2026-08-23,Ocean Cultural Theatre,3,Premium,Walk-up,Non-member,2
TH-Theatre-919561,jacob.young17@gmail.com,TQ4 7 OH,Jacob Young,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Restricted,Website,Non-member,2
TH-Theatre-808658,emily.turner48@hotmail.co.uk,PL5 5 YD,Emily Turner,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Restricted,Website,Non-member,2
TH-Theatre-178061,thomas.scott72@hotmail.co.uk,TR7 8 VI,Thomas Scott,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Restricted,Website,Non-member,2
TH-Theatre-722128,william.bell4@yahoo.co.uk,PL5 5 RN,William Bell,Community Performance,2026-08-23,Ocean Cultural Theatre,3,Standard,Website,Non-member,2
TH-Theatre-867426,samuel.hall42@icloud.com,PL2 7 AY,Samuel Hall,Community Performance,2026-08-23,Ocean Cultural Theatre,4,Premium,Website,Member,3
TH-Theatre-187573,olivia.roberts75@hotmail.co.uk,PL14 8 ES,Olivia Roberts,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Standard,Website,Non-member,1
TH-Theatre-141328,alfie.jackson94@icloud.com,PL21 7 GX,Alfie Jackson,Community Performance,2026-08-23,Ocean Cultural Theatre,3,Restricted,Website,Member,3
TH-Theatre-192621,lily.williams76@yahoo.co.uk,TR7 1 FP,Lily Williams,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Standard,Website,Non-member,2
TH-Theatre-816778,james.cooper98@hotmail.co.uk,PL19 4 GM,James Cooper,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Premium,Phone,Member,1
TH-Theatre-791805,samuel.hall15@outlook.com,PL5 8 QW,Samuel Hall,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Standard,Website,Non-member,1
TH-Theatre-435247,olivia.roberts57@yahoo.co.uk,EX3 2 ZL,Olivia Roberts,Community Performance,2026-08-23,Ocean Cultural Theatre,10,Standard,Website,Non-member,9
TH-Theatre-419437,sophie.white30@gmail.com,TA1 8 ZO,Sophie White,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Standard,Website,Member,2
TH-Theatre-653007,emma.roberts87@hotmail.co.uk,PL7 4 HE,Emma Roberts,Community Performance,2026-08-23,Ocean Cultural Theatre,40,Premium,Website,Non-member,35
TH-Theatre-691277,emma.collins17@hotmail.co.uk,PL3 9 PK,Emma Collins,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Standard,Website,Member,1
TH-Theatre-589344,jessica.patel99@icloud.com,PL9 9 KT,Jessica Patel,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Premium,Website,Non-member,0
TH-Theatre-864454,samuel.ward99@gmail.com,EX4 9 BJ,Samuel Ward,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Restricted,Phone,Non-member,1
TH-Theatre-839722,phoebe.hill55@hotmail.co.uk,PL5 2 JL,Phoebe Hill,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-880678,james.murphy11@gmail.com,TA6 7 SC,James Murphy,Community Performance,2026-08-23,Ocean Cultural Theatre,10,Restricted,Website,Non-member,10
TH-Theatre-587821,lucy.jackson96@icloud.com,PL2 5 ON,Lucy Jackson,Community Performance,2026-08-23,Ocean Cultural Theatre,4,Restricted,Website,Non-member,4
TH-Theatre-717295,thomas.clarke47@icloud.com,PL2 8 EB,Thomas Clarke,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-420923,charlie.roberts9@yahoo.co.uk,EX3 1 QV,Charlie Roberts,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Premium,Website,Non-member,1
TH-Theatre-423442,jacob.ahmed26@icloud.com,PL3 7 PO,Jacob Ahmed,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Standard,Website,Member,2
TH-Theatre-193052,ella.jackson65@outlook.com,PL1 9 GO,Ella Jackson,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Premium,Website,Non-member,0
TH-Theatre-746403,sophie.jackson86@yahoo.co.uk,PL6 6 SK,Sophie Jackson,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Restricted,Website,Non-member,1
TH-Theatre-793921,george.walker63@yahoo.co.uk,PL7 2 MD,George Walker,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Restricted,Website,Member,0
TH-Theatre-578618,megan.wood91@outlook.com,PL1 4 TG,Megan Wood,Community Performance,2026-08-23,Ocean Cultural Theatre,3,Premium,Website,Non-member,3
TH-Theatre-885382,olivia.cooper94@outlook.com,TR7 1 SW,Olivia Cooper,Community Performance,2026-08-23,Ocean Cultural Theatre,3,Restricted,Website,Member,3
TH-Theatre-204222,emily.taylor37@icloud.com,PL2 5 JS,Emily Taylor,Community Performance,2026-08-23,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
TH-Theatre-781253,poppy.wood34@icloud.com,PL1 1 TA,Poppy Wood,Community Performance,2026-08-23,Ocean Cultural Theatre,2,Standard,Website,Non-member,2
TH-Theatre-213922,mia.harris36@outlook.com,PL14 4 TO,Mia Harris,Season Launch,2026-10-22,Ocean Cultural Theatre,2,Restricted,Website,Non-member,2
TH-Theatre-342005,charlie.harris1@yahoo.co.uk,PL5 6 BG,Charlie Harris,Season Launch,2026-10-22,Ocean Cultural Theatre,3,Premium,Website,Member,2
TH-Theatre-739065,oliver.walker42@gmail.com,PL9 6 NG,Oliver Walker,Season Launch,2026-10-22,Ocean Cultural Theatre,1,Standard,Website,Non-member,1
TH-Theatre-947244,alice.jackson80@yahoo.co.uk,PL5 1 NL,Alice Jackson,Season Launch,2026-10-22,Ocean Cultural Theatre,1,Premium,Website,Non-member,1
